"species","Spnvisits","P90","prop_abs","Taxa","Taxa_Root"
"Protonemura montana",11,2.4,0.999598598744709,"Plecoptera","Plecoptera"
"Rhabdiopteryx acuminata",47,5.4,0.99828492190921,"Plecoptera","Plecoptera"
"Amphinemura standfussi",69,7,0.997482119398628,"Plecoptera","Plecoptera"
"Isogenus nubecula",14,4.2,0.999489125675084,"Plecoptera","Plecoptera"
"Nemoura dubitans",9,3.4,0.999671580791125,"Plecoptera","Plecoptera"
"Capnia vidua subsp. anglica",0,0,1,"Plecoptera","Plecoptera"
"Col_6730",42,4.8,0.979571984435798,"RoveBeetles","RoveBeetles"
"Col_1824",26,5.1,0.987354085603113,"RoveBeetles","RoveBeetles"
"Col_6233",35,2.3,0.982976653696498,"RoveBeetles","RoveBeetles"
"Col_5667",4,1.8,0.998054474708171,"RoveBeetles","RoveBeetles"
"Col_1392",153,12,0.925583657587549,"RoveBeetles","RoveBeetles"
"Col_6771",15,5.6,0.992704280155642,"RoveBeetles","RoveBeetles"
"Col_2403",82,5.9,0.96011673151751,"RoveBeetles","RoveBeetles"
"Col_5707",119,8.6,0.942120622568093,"RoveBeetles","RoveBeetles"
"Col_5192",14,2,0.993190661478599,"RoveBeetles","RoveBeetles"
"Col_1807",343,27.6,0.833171206225681,"RoveBeetles","RoveBeetles"
"Col_6254",10,4.1,0.995136186770428,"RoveBeetles","RoveBeetles"
"Col_1587",106,9.8,0.948443579766537,"RoveBeetles","RoveBeetles"
"Col_6245",20,2,0.990272373540856,"RoveBeetles","RoveBeetles"
"Col_6720",296,21,0.856031128404669,"RoveBeetles","RoveBeetles"
"Col_6872",162,12.3,0.921206225680934,"RoveBeetles","RoveBeetles"
"Col_7008",4,1.8,0.998054474708171,"RoveBeetles","RoveBeetles"
"Col_6416",17,3.4,0.991731517509728,"RoveBeetles","RoveBeetles"
"Col_3223",21,3.9,0.989785992217899,"RoveBeetles","RoveBeetles"
"Col_2283",2,2,0.999027237354086,"RoveBeetles","RoveBeetles"
"Col_8184",5,2,0.997568093385214,"RoveBeetles","RoveBeetles"
"Col_6256",24,3,0.988326848249027,"RoveBeetles","RoveBeetles"
"Col_5710",14,2.6,0.993190661478599,"RoveBeetles","RoveBeetles"
"Col_6756",7,1,0.9965953307393,"RoveBeetles","RoveBeetles"
"Col_4959",59,4.9,0.971303501945525,"RoveBeetles","RoveBeetles"
"Col_4310",233,18.3,0.886673151750973,"RoveBeetles","RoveBeetles"
"Col_4323",85,6,0.958657587548638,"RoveBeetles","RoveBeetles"
"Col_4408",250,20,0.8784046692607,"RoveBeetles","RoveBeetles"
"Col_6224",4,4,0.998054474708171,"RoveBeetles","RoveBeetles"
"Col_3477",51,9,0.975194552529183,"RoveBeetles","RoveBeetles"
"Col_5742",14,4,0.993190661478599,"RoveBeetles","RoveBeetles"
"Col_2579",40,6.2,0.980544747081712,"RoveBeetles","RoveBeetles"
"Col_3710",88,14.8,0.957198443579767,"RoveBeetles","RoveBeetles"
"Col_4316",19,2,0.990758754863813,"RoveBeetles","RoveBeetles"
"Col_6728",163,12.3,0.920719844357977,"RoveBeetles","RoveBeetles"
"Col_6259",6,1.6,0.997081712062257,"RoveBeetles","RoveBeetles"
"Col_6750",381,28,0.814688715953307,"RoveBeetles","RoveBeetles"
"Col_4870",389,28.4,0.81079766536965,"RoveBeetles","RoveBeetles"
"Col_6241",99,9,0.951848249027237,"RoveBeetles","RoveBeetles"
"Col_4073",93,7.20000000000001,0.954766536964981,"RoveBeetles","RoveBeetles"
"Col_5660",3,1,0.998540856031128,"RoveBeetles","RoveBeetles"
"Col_5659",183,14.1,0.910992217898833,"RoveBeetles","RoveBeetles"
"Col_5665",192,19,0.906614785992218,"RoveBeetles","RoveBeetles"
"Col_5203",71,10.2,0.965466926070039,"RoveBeetles","RoveBeetles"
"Col_4411",6,2.4,0.997081712062257,"RoveBeetles","RoveBeetles"
"Col_3948",8,2.6,0.996108949416342,"RoveBeetles","RoveBeetles"
"Col_6731",31,2.4,0.984922178988327,"RoveBeetles","RoveBeetles"
"Col_5670",1,1,0.999513618677043,"RoveBeetles","RoveBeetles"
"Col_4386",15,3.8,0.992704280155642,"RoveBeetles","RoveBeetles"
"Col_6929",5,1.7,0.997568093385214,"RoveBeetles","RoveBeetles"
"Col_1460",190,13.6,0.907587548638132,"RoveBeetles","RoveBeetles"
"Col_2401",116,8,0.943579766536965,"RoveBeetles","RoveBeetles"
"Col_6885",245,16.8,0.880836575875486,"RoveBeetles","RoveBeetles"
"Col_6772",37,2.9,0.982003891050584,"RoveBeetles","RoveBeetles"
"Col_4412",186,15.4,0.909533073929961,"RoveBeetles","RoveBeetles"
"Col_5672",64,10,0.968871595330739,"RoveBeetles","RoveBeetles"
"Col_6776",45,7.1,0.978112840466926,"RoveBeetles","RoveBeetles"
"Col_6752",93,7.7,0.954766536964981,"RoveBeetles","RoveBeetles"
"Col_7243",145,12.6,0.929474708171206,"RoveBeetles","RoveBeetles"
"Col_3711",53,4.8,0.974221789883268,"RoveBeetles","RoveBeetles"
"Col_3094",38,14,0.981517509727626,"RoveBeetles","RoveBeetles"
"Col_5663",36,6.1,0.982490272373541,"RoveBeetles","RoveBeetles"
"Col_3712",63,8.4,0.969357976653696,"RoveBeetles","RoveBeetles"
"Col_6727",25,4.5,0.98784046692607,"RoveBeetles","RoveBeetles"
"Col_2410",98,28,0.952334630350194,"RoveBeetles","RoveBeetles"
"Col_3633",92,6,0.955252918287938,"RoveBeetles","RoveBeetles"
"Col_6769",45,5,0.978112840466926,"RoveBeetles","RoveBeetles"
"Col_1821",16,5.5,0.992217898832685,"RoveBeetles","RoveBeetles"
"Col_1462",71,7.4,0.965466926070039,"RoveBeetles","RoveBeetles"
"Col_2173",11,2,0.994649805447471,"RoveBeetles","RoveBeetles"
"Col_6964",149,16.6,0.927529182879377,"RoveBeetles","RoveBeetles"
"Col_6718",156,14.4,0.924124513618677,"RoveBeetles","RoveBeetles"
"Col_7018",21,2,0.989785992217899,"RoveBeetles","RoveBeetles"
"Col_5662",24,5.2,0.988326848249027,"RoveBeetles","RoveBeetles"
"Col_3049",4,2,0.998054474708171,"RoveBeetles","RoveBeetles"
"Col_1388",30,3.9,0.985408560311284,"RoveBeetles","RoveBeetles"
"Col_1357",3,1,0.998540856031128,"RoveBeetles","RoveBeetles"
"Col_4770",2,1,0.999027237354086,"RoveBeetles","RoveBeetles"
"Col_4400",81,9.2,0.960603112840467,"RoveBeetles","RoveBeetles"
"Col_6230",10,2,0.995136186770428,"RoveBeetles","RoveBeetles"
"Col_5905",93,14.4,0.954766536964981,"RoveBeetles","RoveBeetles"
"Col_6780",6,1,0.997081712062257,"RoveBeetles","RoveBeetles"
"Col_6509",35,3,0.982976653696498,"RoveBeetles","RoveBeetles"
"Col_5467",13,4.6,0.993677042801556,"RoveBeetles","RoveBeetles"
"Col_6716",133,10.2,0.935311284046693,"RoveBeetles","RoveBeetles"
"Col_5914",6,1.6,0.997081712062257,"RoveBeetles","RoveBeetles"
"Col_5695",32,6.1,0.98443579766537,"RoveBeetles","RoveBeetles"
"Col_6243",32,3.5,0.98443579766537,"RoveBeetles","RoveBeetles"
"Col_6761",53,10,0.974221789883268,"RoveBeetles","RoveBeetles"
"Col_1393",17,2,0.991731517509728,"RoveBeetles","RoveBeetles"
"Col_6777",41,5.8,0.980058365758755,"RoveBeetles","RoveBeetles"
"Col_1369",3,1,0.998540856031128,"RoveBeetles","RoveBeetles"
"Col_6223",4,1,0.998054474708171,"RoveBeetles","RoveBeetles"
"Col_1461",26,3,0.987354085603113,"RoveBeetles","RoveBeetles"
"Col_2249",61,4.8,0.970330739299611,"RoveBeetles","RoveBeetles"
"Col_3319",26,3.7,0.987354085603113,"RoveBeetles","RoveBeetles"
"Col_5460",33,4,0.983949416342412,"RoveBeetles","RoveBeetles"
"Col_7242",82,6,0.96011673151751,"RoveBeetles","RoveBeetles"
"Col_3227",31,3,0.984922178988327,"RoveBeetles","RoveBeetles"
"Col_5262",64,5,0.968871595330739,"RoveBeetles","RoveBeetles"
"Col_6735",53,4,0.974221789883268,"RoveBeetles","RoveBeetles"
"Col_6376",15,2,0.992704280155642,"RoveBeetles","RoveBeetles"
"Col_5254",29,5,0.985894941634241,"RoveBeetles","RoveBeetles"
"Col_6747",101,8,0.950875486381323,"RoveBeetles","RoveBeetles"
"Col_3504",2,2,0.999027237354086,"RoveBeetles","RoveBeetles"
"Col_5409",43,6,0.97908560311284,"RoveBeetles","RoveBeetles"
"Col_6904",14,3.6,0.993190661478599,"RoveBeetles","RoveBeetles"
"Col_6762",106,8,0.948443579766537,"RoveBeetles","RoveBeetles"
"Col_3116",43,6.50000000000001,0.97908560311284,"RoveBeetles","RoveBeetles"
"Col_6231",59,5,0.971303501945525,"RoveBeetles","RoveBeetles"
"Col_1559",12,3,0.994163424124514,"RoveBeetles","RoveBeetles"
"Col_1586",121,11,0.941147859922179,"RoveBeetles","RoveBeetles"
"Col_6926",22,2.7,0.989299610894942,"RoveBeetles","RoveBeetles"
"Col_5691",39,9,0.981031128404669,"RoveBeetles","RoveBeetles"
"Col_3773",15,3.3,0.992704280155642,"RoveBeetles","RoveBeetles"
"Col_1584",297,21,0.855544747081712,"RoveBeetles","RoveBeetles"
"Col_4315",49,11,0.976167315175097,"RoveBeetles","RoveBeetles"
"Col_6782",87,9.70000000000001,0.957684824902724,"RoveBeetles","RoveBeetles"
"Col_5678",65,7.4,0.968385214007782,"RoveBeetles","RoveBeetles"
"Col_1801",81,7.50000000000001,0.960603112840467,"RoveBeetles","RoveBeetles"
"Col_3670",140,8.6,0.931906614785992,"RoveBeetles","RoveBeetles"
"Col_6888",124,11,0.939688715953307,"RoveBeetles","RoveBeetles"
"Col_8183",82,19.4,0.96011673151751,"RoveBeetles","RoveBeetles"
"Col_6882",48,3.40000000000001,0.976653696498054,"RoveBeetles","RoveBeetles"
"Col_4547",16,4.4,0.992217898832685,"RoveBeetles","RoveBeetles"
"Col_1376",4,1.8,0.998054474708171,"RoveBeetles","RoveBeetles"
"Col_4320",28,4.8,0.986381322957198,"RoveBeetles","RoveBeetles"
"Col_5462",137,9.4,0.933365758754864,"RoveBeetles","RoveBeetles"
"Col_6779",80,7,0.961089494163424,"RoveBeetles","RoveBeetles"
"Col_1884",27,3,0.986867704280156,"RoveBeetles","RoveBeetles"
"Col_6886",100,7,0.95136186770428,"RoveBeetles","RoveBeetles"
"Col_3848",4,1,0.998054474708171,"RoveBeetles","RoveBeetles"
"Col_6745",28,3,0.986381322957198,"RoveBeetles","RoveBeetles"
"Col_6739",66,6,0.967898832684825,"RoveBeetles","RoveBeetles"
"Col_1608",62,9,0.969844357976654,"RoveBeetles","RoveBeetles"
"Col_1345",48,8.8,0.976653696498054,"RoveBeetles","RoveBeetles"
"Col_7020",92,11.3,0.955252918287938,"RoveBeetles","RoveBeetles"
"Col_6387",57,6,0.97227626459144,"RoveBeetles","RoveBeetles"
"Col_5202",53,4.4,0.974221789883268,"RoveBeetles","RoveBeetles"
"Col_5250",7,3,0.9965953307393,"RoveBeetles","RoveBeetles"
"Col_6775",88,6.7,0.957198443579767,"RoveBeetles","RoveBeetles"
"Col_6722",52,6.3,0.974708171206226,"RoveBeetles","RoveBeetles"
"Col_4410",12,1,0.994163424124514,"RoveBeetles","RoveBeetles"
"Col_3503",4,1.8,0.998054474708171,"RoveBeetles","RoveBeetles"
"Col_6742",3,1,0.998540856031128,"RoveBeetles","RoveBeetles"
"Col_2414",224,22.2,0.891050583657588,"RoveBeetles","RoveBeetles"
"Col_4312",46,4.3,0.977626459143969,"RoveBeetles","RoveBeetles"
"Col_3616",45,5.5,0.978112840466926,"RoveBeetles","RoveBeetles"
"Col_3108",3,1.9,0.998540856031128,"RoveBeetles","RoveBeetles"
"Col_6711",10,3,0.995136186770428,"RoveBeetles","RoveBeetles"
"Col_6751",3,1,0.998540856031128,"RoveBeetles","RoveBeetles"
"Col_5908",23,2,0.988813229571984,"RoveBeetles","RoveBeetles"
"Col_4790",10,2,0.995136186770428,"RoveBeetles","RoveBeetles"
"Col_5524",68,9.5,0.966926070038911,"RoveBeetles","RoveBeetles"
"Col_4970",27,3.5,0.986867704280156,"RoveBeetles","RoveBeetles"
"Col_6378",39,3.8,0.981031128404669,"RoveBeetles","RoveBeetles"
"Col_5521",1,1,0.999513618677043,"RoveBeetles","RoveBeetles"
"Col_4319",1,1,0.999513618677043,"RoveBeetles","RoveBeetles"
"Col_5476",22,4.2,0.989299610894942,"RoveBeetles","RoveBeetles"
"Col_5502",85,6.6,0.958657587548638,"RoveBeetles","RoveBeetles"
"Col_4822",17,2,0.991731517509728,"RoveBeetles","RoveBeetles"
"Col_6263",18,2,0.99124513618677,"RoveBeetles","RoveBeetles"
"Col_6721",7,2.7,0.9965953307393,"RoveBeetles","RoveBeetles"
"Col_4868",32,7,0.98443579766537,"RoveBeetles","RoveBeetles"
"Col_6460",3,3,0.998540856031128,"RoveBeetles","RoveBeetles"
"Col_5699",29,4,0.985894941634241,"RoveBeetles","RoveBeetles"
"Col_4314",88,8.39999999999999,0.957198443579767,"RoveBeetles","RoveBeetles"
"Col_2416",21,7,0.989785992217899,"RoveBeetles","RoveBeetles"
"Col_3212",42,8.4,0.979571984435798,"RoveBeetles","RoveBeetles"
"Col_2400",12,2,0.994163424124514,"RoveBeetles","RoveBeetles"
"Col_4210",14,3.3,0.993190661478599,"RoveBeetles","RoveBeetles"
"Col_6746",3,1.9,0.998540856031128,"RoveBeetles","RoveBeetles"
"Col_5180",3,1,0.998540856031128,"RoveBeetles","RoveBeetles"
"Col_5661",26,3.8,0.987354085603113,"RoveBeetles","RoveBeetles"
"Col_6767",18,3,0.99124513618677,"RoveBeetles","RoveBeetles"
"Col_4183",0,0,1,"RoveBeetles","RoveBeetles"
"Col_3078",16,4.2,0.992217898832685,"RoveBeetles","RoveBeetles"
"Col_2408",86,14.5,0.958171206225681,"RoveBeetles","RoveBeetles"
"Col_5154",13,2.1,0.993677042801556,"RoveBeetles","RoveBeetles"
"Col_3255",46,5.2,0.977626459143969,"RoveBeetles","RoveBeetles"
"Col_5183",72,10.4,0.964980544747082,"RoveBeetles","RoveBeetles"
"Col_5677",3,1,0.998540856031128,"RoveBeetles","RoveBeetles"
"Col_3213",33,5.4,0.983949416342412,"RoveBeetles","RoveBeetles"
"Col_4971",47,4.3,0.977140077821012,"RoveBeetles","RoveBeetles"
"Col_4965",43,5.2,0.97908560311284,"RoveBeetles","RoveBeetles"
"Col_5718",56,7,0.972762645914397,"RoveBeetles","RoveBeetles"
"Col_5666",22,3.9,0.989299610894942,"RoveBeetles","RoveBeetles"
"Col_4059",21,3,0.989785992217899,"RoveBeetles","RoveBeetles"
"Col_5700",25,7,0.98784046692607,"RoveBeetles","RoveBeetles"
"Col_6725",33,4,0.983949416342412,"RoveBeetles","RoveBeetles"
"Col_5456",9,2.5,0.995622568093385,"RoveBeetles","RoveBeetles"
"Col_5177",16,1.7,0.992217898832685,"RoveBeetles","RoveBeetles"
"Col_4061",26,3.8,0.987354085603113,"RoveBeetles","RoveBeetles"
"Col_3640",22,2,0.989299610894942,"RoveBeetles","RoveBeetles"
"Col_6757",22,3.6,0.989299610894942,"RoveBeetles","RoveBeetles"
"Col_6719",40,5.3,0.980544747081712,"RoveBeetles","RoveBeetles"
"Col_5522",4,1,0.998054474708171,"RoveBeetles","RoveBeetles"
"Col_3632",37,9.2,0.982003891050584,"RoveBeetles","RoveBeetles"
"Col_4317",31,3.2,0.984922178988327,"RoveBeetles","RoveBeetles"
"Col_5702",11,2,0.994649805447471,"RoveBeetles","RoveBeetles"
"Col_6778",31,3,0.984922178988327,"RoveBeetles","RoveBeetles"
"Col_4313",11,2,0.994649805447471,"RoveBeetles","RoveBeetles"
"Col_6773",31,3,0.984922178988327,"RoveBeetles","RoveBeetles"
"Col_1464",27,3,0.986867704280156,"RoveBeetles","RoveBeetles"
"Col_6887",203,16,0.901264591439689,"RoveBeetles","RoveBeetles"
"Col_5057",19,7,0.990758754863813,"RoveBeetles","RoveBeetles"
"Col_2175",9,3.2,0.995622568093385,"RoveBeetles","RoveBeetles"
"Col_6418",8,2,0.996108949416342,"RoveBeetles","RoveBeetles"
"Col_6225",5,2.6,0.997568093385214,"RoveBeetles","RoveBeetles"
"Col_2120",15,2.2,0.992704280155642,"RoveBeetles","RoveBeetles"
"Col_5717",25,3,0.98784046692607,"RoveBeetles","RoveBeetles"
"Col_6713",1,1,0.999513618677043,"RoveBeetles","RoveBeetles"
"Col_3217",38,5.8,0.981517509727626,"RoveBeetles","RoveBeetles"
"Col_3835",0,0,1,"RoveBeetles","RoveBeetles"
"Col_5463",15,4.5,0.992704280155642,"RoveBeetles","RoveBeetles"
"Col_6866",27,6,0.986867704280156,"RoveBeetles","RoveBeetles"
"Col_6755",15,3.6,0.992704280155642,"RoveBeetles","RoveBeetles"
"Col_6379",33,3,0.983949416342412,"RoveBeetles","RoveBeetles"
"Col_2059",1,1,0.999513618677043,"RoveBeetles","RoveBeetles"
"Col_6883",79,8.4,0.961575875486381,"RoveBeetles","RoveBeetles"
"Col_6226",9,4.5,0.995622568093385,"RoveBeetles","RoveBeetles"
"Col_5496",41,4.4,0.980058365758755,"RoveBeetles","RoveBeetles"
"Col_1913",23,4,0.988813229571984,"RoveBeetles","RoveBeetles"
"Col_6250",7,2,0.9965953307393,"RoveBeetles","RoveBeetles"
"Col_1163",10,2.6,0.995136186770428,"RoveBeetles","RoveBeetles"
"Col_1157",3,3,0.998540856031128,"RoveBeetles","RoveBeetles"
"Col_6029",58,6.8,0.971789883268482,"RoveBeetles","RoveBeetles"
"Col_3107",25,5.4,0.98784046692607,"RoveBeetles","RoveBeetles"
"Col_4865",5,2.6,0.997568093385214,"RoveBeetles","RoveBeetles"
"Col_4451",5,2,0.997568093385214,"RoveBeetles","RoveBeetles"
"Col_1633",1,1,0.999513618677043,"RoveBeetles","RoveBeetles"
"Col_5265",16,10,0.992217898832685,"RoveBeetles","RoveBeetles"
"Col_1808",18,5.6,0.99124513618677,"RoveBeetles","RoveBeetles"
"Col_5657",12,3,0.994163424124514,"RoveBeetles","RoveBeetles"
"Col_1162",1,1,0.999513618677043,"RoveBeetles","RoveBeetles"
"Col_6733",5,1.7,0.997568093385214,"RoveBeetles","RoveBeetles"
"Col_3639",51,11,0.975194552529183,"RoveBeetles","RoveBeetles"
"Col_6228",2,1,0.999027237354086,"RoveBeetles","RoveBeetles"
"Col_4674",9,2,0.995622568093385,"RoveBeetles","RoveBeetles"
"Col_1912",25,3.7,0.98784046692607,"RoveBeetles","RoveBeetles"
"Col_6032",40,7.20000000000001,0.980544747081712,"RoveBeetles","RoveBeetles"
"Col_2066",5,1.7,0.997568093385214,"RoveBeetles","RoveBeetles"
"Col_6262",2,2,0.999027237354086,"RoveBeetles","RoveBeetles"
"Col_6889",39,6.4,0.981031128404669,"RoveBeetles","RoveBeetles"
"Col_5408",35,6,0.982976653696498,"RoveBeetles","RoveBeetles"
"Col_4475",16,3.8,0.992217898832685,"RoveBeetles","RoveBeetles"
"Col_6229",16,3.2,0.992217898832685,"RoveBeetles","RoveBeetles"
"Col_3176",8,1.4,0.996108949416342,"RoveBeetles","RoveBeetles"
"Col_3775",54,5.8,0.973735408560311,"RoveBeetles","RoveBeetles"
"Col_4318",4,1,0.998054474708171,"RoveBeetles","RoveBeetles"
"Col_1367",2,1,0.999027237354086,"RoveBeetles","RoveBeetles"
"Col_2328",23,3,0.988813229571984,"RoveBeetles","RoveBeetles"
"Col_4974",14,3,0.993190661478599,"RoveBeetles","RoveBeetles"
"Col_5196",26,3.6,0.987354085603113,"RoveBeetles","RoveBeetles"
"Col_6903",8,2.6,0.996108949416342,"RoveBeetles","RoveBeetles"
"Col_5689",1,1,0.999513618677043,"RoveBeetles","RoveBeetles"
"Col_5903",33,4.8,0.983949416342412,"RoveBeetles","RoveBeetles"
"Col_7047",20,2,0.990272373540856,"RoveBeetles","RoveBeetles"
"Col_2109",0,0,1,"RoveBeetles","RoveBeetles"
"Col_5239",6,4.6,0.997081712062257,"RoveBeetles","RoveBeetles"
"Col_6031",15,3.4,0.992704280155642,"RoveBeetles","RoveBeetles"
"Col_1360",4,1.8,0.998054474708171,"RoveBeetles","RoveBeetles"
"Col_3220",15,3.3,0.992704280155642,"RoveBeetles","RoveBeetles"
"Col_4684",22,5.6,0.989299610894942,"RoveBeetles","RoveBeetles"
"Col_5668",11,2.5,0.994649805447471,"RoveBeetles","RoveBeetles"
"Col_6238",11,2.5,0.994649805447471,"RoveBeetles","RoveBeetles"
"Col_1350",18,2,0.99124513618677,"RoveBeetles","RoveBeetles"
"Col_2076",78,8.5,0.962062256809339,"RoveBeetles","RoveBeetles"
"Col_3224",10,3,0.995136186770428,"RoveBeetles","RoveBeetles"
"Col_1361",29,4.4,0.985894941634241,"RoveBeetles","RoveBeetles"
"Col_5253",1,1,0.999513618677043,"RoveBeetles","RoveBeetles"
"Col_5863",3,1,0.998540856031128,"RoveBeetles","RoveBeetles"
"Col_5457",28,3,0.986381322957198,"RoveBeetles","RoveBeetles"
"Col_7534",93,24.8,0.954766536964981,"RoveBeetles","RoveBeetles"
"Col_1983",3,1,0.998540856031128,"RoveBeetles","RoveBeetles"
"Col_4220",16,2.1,0.992217898832685,"RoveBeetles","RoveBeetles"
"Col_2075",14,6.1,0.993190661478599,"RoveBeetles","RoveBeetles"
"Col_3516",8,5,0.996108949416342,"RoveBeetles","RoveBeetles"
"Col_5714",13,3,0.993677042801556,"RoveBeetles","RoveBeetles"
"Col_1783",4,1.8,0.998054474708171,"RoveBeetles","RoveBeetles"
"Col_6257",11,3,0.994649805447471,"RoveBeetles","RoveBeetles"
"Col_6868",21,6.8,0.989785992217899,"RoveBeetles","RoveBeetles"
"Col_3222",11,3.5,0.994649805447471,"RoveBeetles","RoveBeetles"
"Col_6511",7,2.2,0.9965953307393,"RoveBeetles","RoveBeetles"
"Col_4815",34,4.9,0.983463035019455,"RoveBeetles","RoveBeetles"
"Col_2138",5,1,0.997568093385214,"RoveBeetles","RoveBeetles"
"Col_1353",6,1.6,0.997081712062257,"RoveBeetles","RoveBeetles"
"Col_3104",16,2,0.992217898832685,"RoveBeetles","RoveBeetles"
"Col_1463",10,2,0.995136186770428,"RoveBeetles","RoveBeetles"
"Col_5251",58,4,0.971789883268482,"RoveBeetles","RoveBeetles"
"Col_6865",15,4,0.992704280155642,"RoveBeetles","RoveBeetles"
"Col_1556",22,3.6,0.989299610894942,"RoveBeetles","RoveBeetles"
"Col_4062",19,3,0.990758754863813,"RoveBeetles","RoveBeetles"
"Col_4964",21,2.8,0.989785992217899,"RoveBeetles","RoveBeetles"
"Col_2413",8,1.4,0.996108949416342,"RoveBeetles","RoveBeetles"
"Col_6925",5,1,0.997568093385214,"RoveBeetles","RoveBeetles"
"Col_5478",4,1,0.998054474708171,"RoveBeetles","RoveBeetles"
"Col_3226",22,4.2,0.989299610894942,"RoveBeetles","RoveBeetles"
"Col_4454",16,2.1,0.992217898832685,"RoveBeetles","RoveBeetles"
"Col_6258",4,1,0.998054474708171,"RoveBeetles","RoveBeetles"
"Col_1271",10,1.6,0.995136186770428,"RoveBeetles","RoveBeetles"
"Col_1160",33,5.4,0.983949416342412,"RoveBeetles","RoveBeetles"
"Col_3779",3,1,0.998540856031128,"RoveBeetles","RoveBeetles"
"Col_5181",6,1.6,0.997081712062257,"RoveBeetles","RoveBeetles"
"Col_6247",6,2.8,0.997081712062257,"RoveBeetles","RoveBeetles"
"Col_6836",4,1.8,0.998054474708171,"RoveBeetles","RoveBeetles"
"Col_4584",1,1,0.999513618677043,"RoveBeetles","RoveBeetles"
"Col_7005",4,1,0.998054474708171,"RoveBeetles","RoveBeetles"
"Col_8187",28,5,0.986381322957198,"RoveBeetles","RoveBeetles"
"Col_5687",25,3,0.98784046692607,"RoveBeetles","RoveBeetles"
"Col_6508",39,5.2,0.981031128404669,"RoveBeetles","RoveBeetles"
"Col_6246",4,1.8,0.998054474708171,"RoveBeetles","RoveBeetles"
"Col_2080",4,1,0.998054474708171,"RoveBeetles","RoveBeetles"
"Col_5739",14,4,0.993190661478599,"RoveBeetles","RoveBeetles"
"Col_3844",1,1,0.999513618677043,"RoveBeetles","RoveBeetles"
"Col_6924",7,1,0.9965953307393,"RoveBeetles","RoveBeetles"
"Col_5362",5,2.9,0.997568093385214,"RoveBeetles","RoveBeetles"
"Col_1607",33,3,0.983949416342412,"RoveBeetles","RoveBeetles"
"Col_4950",4,1,0.998054474708171,"RoveBeetles","RoveBeetles"
"Col_6666",1,1,0.999513618677043,"RoveBeetles","RoveBeetles"
"Col_6892",62,5,0.969844357976654,"RoveBeetles","RoveBeetles"
"Col_2117",2,1,0.999027237354086,"RoveBeetles","RoveBeetles"
"Col_5716",19,4,0.990758754863813,"RoveBeetles","RoveBeetles"
"Col_2055",12,8.2,0.994163424124514,"RoveBeetles","RoveBeetles"
"Col_7277",19,4.3,0.990758754863813,"RoveBeetles","RoveBeetles"
"Col_2149",7,4.2,0.9965953307393,"RoveBeetles","RoveBeetles"
"Col_1373",17,6.5,0.991731517509728,"RoveBeetles","RoveBeetles"
"Col_4817",2,1,0.999027237354086,"RoveBeetles","RoveBeetles"
"Col_2053",11,3.5,0.994649805447471,"RoveBeetles","RoveBeetles"
"Col_1793",24,4.2,0.988326848249027,"RoveBeetles","RoveBeetles"
"Col_1798",7,2,0.9965953307393,"RoveBeetles","RoveBeetles"
"Col_1370",2,2,0.999027237354086,"RoveBeetles","RoveBeetles"
"Col_3583",6,1,0.997081712062257,"RoveBeetles","RoveBeetles"
"Col_1342",18,4.5,0.99124513618677,"RoveBeetles","RoveBeetles"
"Col_6874",15,6.6,0.992704280155642,"RoveBeetles","RoveBeetles"
"Col_1200",2,1,0.999027237354086,"RoveBeetles","RoveBeetles"
"Col_5906",3,1,0.998540856031128,"RoveBeetles","RoveBeetles"
"Col_3050",24,3,0.988326848249027,"RoveBeetles","RoveBeetles"
"Col_3555",6,2.4,0.997081712062257,"RoveBeetles","RoveBeetles"
"Col_5907",31,3,0.984922178988327,"RoveBeetles","RoveBeetles"
"Col_4058",2,1,0.999027237354086,"RoveBeetles","RoveBeetles"
"Col_8185",1,1,0.999513618677043,"RoveBeetles","RoveBeetles"
"Col_6723",2,1,0.999027237354086,"RoveBeetles","RoveBeetles"
"Col_1915",42,8.2,0.979571984435798,"RoveBeetles","RoveBeetles"
"Col_2107",0,0,1,"RoveBeetles","RoveBeetles"
"Col_5499",7,2,0.9965953307393,"RoveBeetles","RoveBeetles"
"Col_4682",14,3.3,0.993190661478599,"RoveBeetles","RoveBeetles"
"Col_3802",2,1,0.999027237354086,"RoveBeetles","RoveBeetles"
"Col_5715",12,3.2,0.994163424124514,"RoveBeetles","RoveBeetles"
"Col_4145",4,1,0.998054474708171,"RoveBeetles","RoveBeetles"
"Col_1817",1,1,0.999513618677043,"RoveBeetles","RoveBeetles"
"Col_4821",1,1,0.999513618677043,"RoveBeetles","RoveBeetles"
"Col_1390",27,6,0.986867704280156,"RoveBeetles","RoveBeetles"
"Col_7012",15,6.7,0.992704280155642,"RoveBeetles","RoveBeetles"
"Col_8179",7,2,0.9965953307393,"RoveBeetles","RoveBeetles"
"Col_1166",29,5,0.985894941634241,"RoveBeetles","RoveBeetles"
"Col_5240",5,2.6,0.997568093385214,"RoveBeetles","RoveBeetles"
"Col_5195",5,1.7,0.997568093385214,"RoveBeetles","RoveBeetles"
"Col_6837",27,2.6,0.986867704280156,"RoveBeetles","RoveBeetles"
"Col_4797",0,0,1,"RoveBeetles","RoveBeetles"
"Col_5679",58,7,0.971789883268482,"RoveBeetles","RoveBeetles"
"Col_6264",4,2.8,0.998054474708171,"RoveBeetles","RoveBeetles"
